Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Kia,Seltos,2016,Diesel,Automatic,CUST6424,Denver,43,Other,54924.32,4019.58,4393.95,55298.69,Cash,REG-46767,15-11-2020,13-08-2023,CarMax,Los Angeles,New,2 years,Rejected,Allstate
Ford,Explorer,2024,Diesel,Manual,CUST6728,Los Angeles,43,Female,33782.7,3520.81,2702.62,32964.51,Financed Loan,REG-36020,19-03-2023,25-08-2027,CarMax,Miami,Used,No Warranty,Pending,Allstate
BMW,X5,2017,Petrol,Automatic,CUST9068,Denver,20,Female,48972.62,2921.12,3917.81,49969.31,Financed Loan,REG-48059,10-09-2023,13-08-2028,DriveTime,Chicago,Used,No Warranty,Rejected,State Farm
Kia,Sorento,2021,Diesel,Automatic,CUST5988,San Francisco,36,Female,74800.7,2621.54,5984.06,78163.22,Cash,REG-25349,28-04-2022,13-12-2024,Local Dealer,Denver,Used,No Warranty,Approved,Geico
Toyota,Highlander,2024,Electric,Manual,CUST9778,New York,24,Female,60244.42,4870.89,4819.55,60193.08,Credit Card,REG-62753,27-07-2021,06-04-2023,Vroom,San Francisco,Used,No Warranty,Approved,State Farm
Toyota,Camry,2015,Hybrid,Automatic,CUST1998,New York,46,Female,42320.13,445.25,3385.61,45260.49,Cash,REG-52491,28-07-2022,01-09-2026,CarMax,Miami,New,1 years,Pending,State Farm
Honda,CR-V,2022,Petrol,Manual,CUST6910,Dallas,54,Other,38129.11,4667.03,3050.33,36512.41,Bank Transfer,REG-35536,05-07-2022,08-07-2023,TrueCar,New York,New,4 years,Pending,Liberty Mutual
Mercedes,GLA,2017,Diesel,Manual,CUST7097,Miami,58,Female,75139.28,844.36,6011.14,80306.06,Bank Transfer,REG-85844,22-09-2020,22-08-2024,CarMax,Houston,New,2 years,Pending,Progressive
Audi,A4,2022,Petrol,Automatic,CUST4659,Miami,19,Female,51446.69,1419.97,4115.74,54142.46,Bank Transfer,REG-90162,12-04-2020,25-11-2022,DriveTime,Denver,Used,No Warranty,Rejected,State Farm
Mercedes,GLC,2018,Diesel,Automatic,CUST4647,Miami,55,Female,55800.52,3077.03,4464.04,57187.53,Bank Transfer,REG-22313,07-12-2021,28-10-2024,Local Dealer,Boston,Used,No Warranty,Rejected,State Farm
Kia,Sorento,2022,Electric,Automatic,CUST4437,Houston,30,Other,76831.35,4984.2,6146.51,77993.66,Bank Transfer,REG-41996,15-04-2024,13-04-2028,Local Dealer,Miami,New,3 years,Rejected,Progressive
Toyota,Rav4,2022,Hybrid,Manual,CUST3230,Chicago,22,Other,52328.16,2318.12,4186.25,54196.29,Cash,REG-63965,12-12-2023,24-02-2026,DriveTime,Dallas,New,5 years,Pending,Geico
Toyota,Corolla,2022,Electric,Manual,CUST6763,Dallas,64,Male,38947.66,2866.15,3115.81,39197.32,Cash,REG-33615,28-11-2021,09-05-2026,Vroom,Denver,Used,No Warranty,Approved,Geico
Chevrolet,Traverse,2024,Electric,Manual,CUST9320,Chicago,69,Female,30751.5,1315.97,2460.12,31895.65,Financed Loan,REG-75770,14-06-2021,24-07-2024,DriveTime,Seattle,New,2 years,Rejected,Progressive
Mercedes,GLA,2020,Diesel,Automatic,CUST2696,Houston,70,Other,49151.6,121.04,3932.13,52962.69,Cash,REG-44242,19-07-2023,06-04-2025,AutoNation,Los Angeles,Used,No Warranty,Approved,Progressive
Nissan,Altima,2017,Petrol,Manual,CUST6353,Miami,63,Female,33621.93,2132.22,2689.75,34179.46,Cash,REG-34103,18-02-2021,04-04-2023,TrueCar,Denver,Used,No Warranty,Approved,State Farm
BMW,X3,2024,Electric,Automatic,CUST9627,San Francisco,24,Other,54742.17,728.45,4379.37,58393.09,Bank Transfer,REG-94121,14-10-2023,26-07-2025,Vroom,Dallas,Used,No Warranty,Pending,Allstate
Hyundai,Santa Fe,2020,Electric,Automatic,CUST4980,Los Angeles,56,Male,45529.85,4749.89,3642.39,44422.35,Credit Card,REG-63169,09-05-2021,13-05-2023,TrueCar,San Francisco,Used,No Warranty,Rejected,State Farm
Kia,Soul,2018,Hybrid,Manual,CUST4576,Houston,39,Female,37031.64,3781.53,2962.53,36212.64,Financed Loan,REG-23620,24-10-2021,06-02-2025,DriveTime,Miami,New,3 years,Rejected,Progressive
Honda,CR-V,2023,Hybrid,Manual,CUST8767,Denver,33,Male,12844.84,1470.96,1027.59,12401.47,Credit Card,REG-81482,06-06-2023,29-12-2024,DriveTime,Boston,Used,No Warranty,Pending,State Farm
Chevrolet,Tahoe,2022,Hybrid,Automatic,CUST1342,Denver,55,Female,13429.21,2130.42,1074.34,12373.13,Financed Loan,REG-13584,02-08-2021,26-06-2023,CarMax,Chicago,Used,No Warranty,Pending,Progressive
Hyundai,Elantra,2023,Petrol,Manual,CUST5103,San Francisco,30,Other,27664.18,2010.68,2213.13,27866.63,Financed Loan,REG-20651,08-08-2022,06-11-2023,TrueCar,New York,Used,No Warranty,Rejected,Progressive
Hyundai,Santa Fe,2023,Hybrid,Manual,CUST6594,Los Angeles,20,Female,75230.37,3635.51,6018.43,77613.29,Bank Transfer,REG-42369,09-08-2024,05-05-2026,TrueCar,Miami,Used,No Warranty,Pending,State Farm
BMW,X5,2020,Electric,Manual,CUST7950,Miami,53,Other,53834.9,2793.55,4306.79,55348.14,Financed Loan,REG-81411,02-12-2020,11-10-2022,Vroom,Denver,New,4 years,Approved,Liberty Mutual
Toyota,Camry,2019,Petrol,Automatic,CUST8262,Seattle,70,Male,54072.19,2415.14,4325.78,55982.83,Bank Transfer,REG-11843,07-12-2021,23-08-2023,DriveTime,Denver,New,4 years,Approved,Liberty Mutual
Toyota,Rav4,2019,Diesel,Automatic,CUST7118,Boston,35,Female,14098.2,459.85,1127.86,14766.21,Cash,REG-39808,06-08-2024,23-02-2026,Vroom,Seattle,Used,No Warranty,Approved,Progressive
Nissan,Altima,2018,Electric,Automatic,CUST8393,Chicago,69,Male,9166.41,4052.78,733.31,5846.94,Financed Loan,REG-66711,07-07-2024,31-08-2025,DriveTime,Chicago,New,2 years,Pending,Progressive
Mercedes,E-Class,2016,Hybrid,Automatic,CUST4269,San Francisco,27,Male,30744.06,4274.71,2459.52,28928.87,Cash,REG-83888,20-09-2021,26-07-2026,DriveTime,Denver,New,3 years,Pending,Allstate
Honda,Accord,2023,Petrol,Manual,CUST7717,Los Angeles,46,Female,39491.29,4970.84,3159.3,37679.75,Credit Card,REG-13846,01-08-2021,23-07-2026,AutoNation,Dallas,Used,No Warranty,Approved,Liberty Mutual
Kia,Sorento,2019,Hybrid,Automatic,CUST9146,Boston,21,Other,6444.32,3994.35,515.55,2965.52,Bank Transfer,REG-30907,08-07-2021,28-08-2023,DriveTime,San Francisco,Used,No Warranty,Pending,Geico
Chevrolet,Traverse,2016,Petrol,Automatic,CUST3570,Chicago,20,Male,22411.4,1130.51,1792.91,23073.8,Bank Transfer,REG-42366,15-07-2021,03-01-2024,Local Dealer,Denver,Used,No Warranty,Rejected,Progressive
BMW,X5,2021,Petrol,Automatic,CUST6316,Houston,44,Male,24744.34,4196.7,1979.55,22527.19,Financed Loan,REG-78176,04-02-2021,25-06-2023,Vroom,Boston,Used,No Warranty,Rejected,Geico
BMW,X3,2016,Diesel,Automatic,CUST5274,Dallas,35,Female,36784.18,703.33,2942.73,39023.58,Financed Loan,REG-32541,25-09-2022,12-12-2024,DriveTime,Miami,Used,No Warranty,Approved,Allstate
Toyota,Highlander,2024,Electric,Manual,CUST9584,Seattle,60,Other,7051.48,2029.52,564.12,5586.08,Cash,REG-11934,08-07-2021,13-06-2026,TrueCar,Houston,New,3 years,Pending,Allstate
Toyota,Highlander,2016,Electric,Manual,CUST7945,Chicago,40,Other,79424.95,1969.41,6354,83809.54,Credit Card,REG-64723,04-12-2021,15-02-2026,AutoNation,San Francisco,Used,No Warranty,Pending,Liberty Mutual
Ford,Focus,2017,Petrol,Automatic,CUST8327,San Francisco,29,Male,76973.53,2598.57,6157.88,80532.84,Financed Loan,REG-79591,26-02-2024,01-01-2028,Local Dealer,Miami,New,5 years,Rejected,Allstate
Hyundai,Sonata,2020,Petrol,Automatic,CUST9335,Dallas,33,Male,6463.66,4362.3,517.09,2618.45,Bank Transfer,REG-61541,02-03-2022,28-02-2025,TrueCar,Los Angeles,New,4 years,Approved,Progressive
Nissan,Sentra,2020,Diesel,Automatic,CUST9075,Chicago,28,Female,11917.5,2576.44,953.4,10294.46,Bank Transfer,REG-65588,07-06-2021,23-07-2022,CarMax,Miami,Used,No Warranty,Rejected,Allstate
Nissan,Murano,2019,Diesel,Manual,CUST4174,Miami,60,Male,58740.36,673.14,4699.23,62766.45,Financed Loan,REG-80627,21-05-2024,03-09-2025,Local Dealer,Chicago,Used,No Warranty,Pending,Liberty Mutual
Honda,Civic,2015,Electric,Manual,CUST1163,Denver,26,Male,14268.36,2407.45,1141.47,13002.38,Cash,REG-95579,02-06-2024,21-05-2029,DriveTime,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Honda,Civic,2022,Hybrid,Automatic,CUST3677,Seattle,19,Male,22570.5,3447,1805.64,20929.14,Credit Card,REG-69916,16-03-2022,20-05-2025,AutoNation,Los Angeles,Used,No Warranty,Pending,Progressive
Kia,Seltos,2021,Diesel,Automatic,CUST7657,Dallas,64,Male,60182.29,2628.72,4814.58,62368.15,Credit Card,REG-69519,16-11-2022,16-04-2024,AutoNation,Dallas,Used,No Warranty,Pending,State Farm
Hyundai,Tucson,2019,Electric,Automatic,CUST9274,Denver,57,Other,11936.62,4162.19,954.93,8729.36,Cash,REG-70792,21-09-2021,02-09-2023,DriveTime,Miami,Used,No Warranty,Rejected,Geico
Honda,Civic,2022,Diesel,Automatic,CUST6494,Houston,34,Female,7467.71,1847.24,597.42,6217.89,Credit Card,REG-34321,24-09-2023,17-02-2026,Vroom,Miami,Used,No Warranty,Approved,State Farm
Ford,Focus,2021,Hybrid,Automatic,CUST3406,Miami,31,Male,50475.11,3502.16,4038.01,51010.96,Cash,REG-65721,28-09-2020,16-08-2022,Vroom,Los Angeles,Used,No Warranty,Approved,State Farm
Nissan,Sentra,2019,Hybrid,Automatic,CUST7309,Boston,61,Female,53858.67,3799.14,4308.69,54368.22,Cash,REG-93821,05-04-2021,29-07-2025,DriveTime,Houston,Used,No Warranty,Rejected,State Farm
Hyundai,Santa Fe,2016,Hybrid,Automatic,CUST8819,Los Angeles,52,Female,62385.18,1655.19,4990.81,65720.8,Credit Card,REG-28684,20-09-2023,20-06-2027,AutoNation,New York,New,5 years,Approved,Liberty Mutual
Nissan,Altima,2022,Petrol,Manual,CUST5291,Dallas,29,Male,14195.68,1190.87,1135.65,14140.46,Bank Transfer,REG-41426,07-11-2022,16-12-2026,Vroom,Denver,New,5 years,Pending,Geico
Hyundai,Santa Fe,2021,Diesel,Manual,CUST4203,Dallas,67,Other,73949.05,4317.53,5915.92,75547.44,Cash,REG-85912,26-07-2023,31-08-2024,TrueCar,New York,New,2 years,Pending,Liberty Mutual
Honda,Civic,2020,Electric,Automatic,CUST5510,Miami,21,Other,44271.95,399.12,3541.76,47414.59,Cash,REG-10843,25-06-2021,17-08-2023,Vroom,Houston,Used,No Warranty,Approved,Allstate
Honda,Civic,2020,Electric,Automatic,CUST7281,Dallas,56,Female,22037.62,1881.83,1763.01,21918.8,Credit Card,REG-65352,10-02-2023,02-11-2024,AutoNation,Denver,New,4 years,Pending,Progressive
Ford,Explorer,2017,Hybrid,Automatic,CUST8681,Seattle,44,Male,20049.69,1258.51,1603.98,20395.16,Bank Transfer,REG-46980,09-03-2022,19-11-2025,DriveTime,Dallas,Used,No Warranty,Rejected,State Farm
Hyundai,Sonata,2023,Hybrid,Manual,CUST6055,San Francisco,48,Female,23831.51,3279.77,1906.52,22458.26,Credit Card,REG-37718,12-12-2024,03-06-2026,TrueCar,Houston,Used,No Warranty,Approved,Liberty Mutual
Honda,Pilot,2016,Petrol,Manual,CUST6089,Chicago,51,Female,66663.91,1476.89,5333.11,70520.13,Financed Loan,REG-74925,13-01-2025,07-07-2027,DriveTime,Los Angeles,New,4 years,Rejected,State Farm
Mercedes,GLA,2021,Diesel,Automatic,CUST5764,Denver,64,Female,69504.19,285.26,5560.34,74779.27,Financed Loan,REG-82559,10-10-2024,09-02-2026,CarMax,Boston,New,1 years,Approved,Allstate
Hyundai,Elantra,2020,Electric,Manual,CUST4213,Seattle,51,Male,54870.15,288.71,4389.61,58971.05,Bank Transfer,REG-64366,01-12-2022,11-06-2026,AutoNation,New York,Used,No Warranty,Approved,Progressive
Honda,Civic,2024,Petrol,Manual,CUST1893,Miami,47,Other,48365.17,90.25,3869.21,52144.13,Financed Loan,REG-88744,07-06-2022,01-04-2027,AutoNation,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Chevrolet,Malibu,2018,Petrol,Manual,CUST4742,Boston,63,Female,20581.65,2166.72,1646.53,20061.46,Financed Loan,REG-88932,01-07-2022,11-05-2025,AutoNation,Miami,Used,No Warranty,Rejected,Liberty Mutual
Honda,CR-V,2023,Electric,Manual,CUST4917,San Francisco,34,Other,68583.02,4284.65,5486.64,69785.01,Bank Transfer,REG-96561,28-05-2021,17-08-2022,DriveTime,Boston,Used,No Warranty,Pending,Liberty Mutual
Ford,Focus,2020,Petrol,Automatic,CUST2316,Los Angeles,27,Other,66819.88,3485.2,5345.59,68680.27,Bank Transfer,REG-28834,28-09-2022,14-03-2025,Local Dealer,Dallas,New,4 years,Approved,Allstate
Toyota,Highlander,2021,Electric,Manual,CUST8023,Miami,57,Female,40720.19,326.69,3257.62,43651.12,Credit Card,REG-22432,04-05-2021,29-04-2025,CarMax,Miami,Used,No Warranty,Approved,Geico
BMW,X3,2023,Petrol,Automatic,CUST2894,Denver,41,Female,43015.47,620.55,3441.24,45836.16,Bank Transfer,REG-76593,29-08-2020,03-08-2024,Vroom,Dallas,New,1 years,Approved,Allstate
Ford,Escape,2018,Hybrid,Automatic,CUST2949,Miami,55,Male,45860.96,526.86,3668.88,49002.98,Cash,REG-90140,08-11-2023,20-11-2026,AutoNation,Chicago,Used,No Warranty,Approved,State Farm
Toyota,Rav4,2015,Electric,Automatic,CUST5423,Dallas,52,Male,50162.3,2597.39,4012.98,51577.89,Financed Loan,REG-88843,19-07-2023,21-02-2026,TrueCar,San Francisco,Used,No Warranty,Pending,Liberty Mutual
Nissan,Altima,2020,Electric,Automatic,CUST8944,Denver,34,Male,5785.65,2874.26,462.85,3374.24,Financed Loan,REG-54357,01-06-2020,01-11-2023,DriveTime,Dallas,New,4 years,Rejected,Allstate
Mercedes,C-Class,2020,Petrol,Manual,CUST3244,Miami,65,Female,70578.09,2721.69,5646.25,73502.65,Credit Card,REG-78800,18-12-2023,19-01-2028,CarMax,Los Angeles,New,5 years,Approved,Progressive
Audi,Q7,2018,Diesel,Automatic,CUST3808,Boston,39,Other,73834.44,1245.16,5906.76,78496.04,Financed Loan,REG-72628,29-05-2021,23-07-2024,AutoNation,Los Angeles,Used,No Warranty,Pending,Allstate
BMW,5 Series,2022,Hybrid,Manual,CUST9426,Seattle,45,Female,47785.57,2260.89,3822.85,49347.53,Credit Card,REG-72459,17-04-2023,29-08-2026,DriveTime,Miami,New,1 years,Rejected,Allstate
Mercedes,C-Class,2020,Hybrid,Manual,CUST2924,Chicago,25,Female,51281.59,4009.93,4102.53,51374.19,Financed Loan,REG-78302,24-05-2022,18-04-2024,Vroom,Denver,New,1 years,Pending,Liberty Mutual
BMW,X3,2021,Petrol,Automatic,CUST8377,Dallas,20,Other,28282.27,1963.46,2262.58,28581.39,Bank Transfer,REG-24046,08-10-2024,09-07-2028,AutoNation,Denver,Used,No Warranty,Pending,Progressive
Chevrolet,Malibu,2015,Diesel,Automatic,CUST8767,Denver,57,Other,41311.55,4469.99,3304.92,40146.48,Financed Loan,REG-66555,09-10-2022,12-08-2026,Local Dealer,San Francisco,Used,No Warranty,Pending,Liberty Mutual
Ford,Explorer,2017,Hybrid,Manual,CUST1364,Los Angeles,68,Female,47343.27,3680.04,3787.46,47450.69,Cash,REG-68864,12-02-2021,29-12-2023,CarMax,Houston,Used,No Warranty,Rejected,Geico
Audi,Q5,2016,Hybrid,Automatic,CUST4175,Seattle,40,Male,14867.83,751.53,1189.43,15305.73,Credit Card,REG-57383,29-12-2021,25-11-2024,TrueCar,Boston,New,5 years,Approved,Progressive
Chevrolet,Malibu,2019,Diesel,Manual,CUST4477,Dallas,69,Female,59507.11,766.04,4760.57,63501.64,Financed Loan,REG-99958,07-02-2022,10-09-2026,TrueCar,Houston,Used,No Warranty,Rejected,Allstate
Ford,Explorer,2017,Petrol,Automatic,CUST3982,Seattle,51,Other,9198.2,2420.86,735.86,7513.2,Credit Card,REG-51416,11-01-2025,06-08-2029,CarMax,Chicago,Used,No Warranty,Pending,Geico
Nissan,Sentra,2021,Hybrid,Manual,CUST2937,San Francisco,67,Female,22356.85,2577.37,1788.55,21568.03,Cash,REG-10497,24-05-2024,16-02-2026,CarMax,Chicago,New,3 years,Approved,Liberty Mutual
BMW,X3,2017,Electric,Automatic,CUST5034,Boston,39,Male,14495.06,2579.15,1159.6,13075.51,Cash,REG-41113,22-08-2023,13-08-2028,DriveTime,Dallas,New,1 years,Rejected,Progressive
Nissan,Rogue,2022,Petrol,Automatic,CUST8802,Boston,42,Other,74826.96,2826.42,5986.16,77986.7,Bank Transfer,REG-68177,26-01-2024,15-09-2025,DriveTime,Seattle,New,5 years,Rejected,Geico
Honda,Civic,2024,Petrol,Automatic,CUST5515,Seattle,29,Other,62490.8,1122.15,4999.26,66367.91,Credit Card,REG-56407,06-05-2020,14-11-2023,CarMax,Los Angeles,Used,No Warranty,Pending,Allstate
Toyota,Corolla,2022,Diesel,Manual,CUST6473,Los Angeles,62,Female,26440.17,4165.32,2115.21,24390.06,Credit Card,REG-23938,27-08-2022,11-01-2026,TrueCar,Dallas,New,5 years,Rejected,Progressive
Toyota,Corolla,2018,Electric,Manual,CUST2709,Los Angeles,23,Female,67282.43,684.25,5382.59,71980.77,Bank Transfer,REG-38856,18-07-2023,28-06-2026,Vroom,Los Angeles,New,3 years,Approved,State Farm
Mercedes,GLC,2019,Electric,Automatic,CUST2533,Miami,44,Other,56333.92,1584.71,4506.71,59255.92,Credit Card,REG-73325,02-07-2024,04-03-2026,AutoNation,Houston,New,2 years,Pending,Geico
Chevrolet,Traverse,2023,Hybrid,Automatic,CUST4109,Houston,54,Other,48527.72,2353.86,3882.22,50056.08,Cash,REG-31811,27-07-2021,11-08-2022,Vroom,Miami,New,3 years,Pending,Allstate
Kia,Soul,2018,Petrol,Automatic,CUST4195,Dallas,54,Male,12127.75,585.4,970.22,12512.57,Bank Transfer,REG-42437,10-01-2024,12-02-2028,CarMax,Chicago,New,4 years,Rejected,Progressive
Ford,Explorer,2021,Diesel,Automatic,CUST3438,Boston,58,Other,53054.91,2826.59,4244.39,54472.71,Financed Loan,REG-84822,26-10-2021,07-05-2023,DriveTime,Boston,New,3 years,Approved,Allstate
Toyota,Highlander,2019,Petrol,Automatic,CUST5886,Denver,38,Male,29415.74,3424.93,2353.26,28344.07,Bank Transfer,REG-67290,10-04-2024,01-12-2028,Local Dealer,Boston,New,5 years,Approved,Geico
Hyundai,Tucson,2016,Diesel,Automatic,CUST6050,Houston,35,Male,18512.29,1207.49,1480.98,18785.78,Bank Transfer,REG-56234,08-04-2023,27-07-2027,Vroom,San Francisco,Used,No Warranty,Pending,State Farm
Kia,Sportage,2020,Petrol,Automatic,CUST3654,Boston,23,Female,49523.82,3958.67,3961.91,49527.06,Cash,REG-91259,09-12-2020,05-03-2023,CarMax,Los Angeles,Used,No Warranty,Approved,Liberty Mutual
Kia,Seltos,2016,Electric,Manual,CUST3872,Dallas,18,Female,32941.25,22.9,2635.3,35553.65,Cash,REG-85619,29-08-2024,11-04-2026,TrueCar,San Francisco,New,3 years,Pending,Geico
Ford,Focus,2020,Electric,Automatic,CUST9098,New York,63,Other,77259.83,3499.04,6180.79,79941.58,Cash,REG-38925,07-06-2022,29-08-2026,CarMax,Chicago,New,4 years,Approved,Liberty Mutual
Mercedes,C-Class,2020,Electric,Automatic,CUST2409,Los Angeles,61,Male,58574.12,1194.47,4685.93,62065.58,Credit Card,REG-58650,24-09-2022,12-01-2027,Local Dealer,Chicago,Used,No Warranty,Rejected,State Farm
Chevrolet,Malibu,2015,Hybrid,Automatic,CUST4632,Denver,61,Female,56667.44,3844.85,4533.4,57355.99,Credit Card,REG-94309,21-06-2021,23-08-2024,DriveTime,Miami,Used,No Warranty,Pending,Progressive
Ford,Explorer,2016,Petrol,Automatic,CUST3615,Houston,48,Female,31903.17,3298.9,2552.25,31156.52,Financed Loan,REG-19140,21-06-2023,18-11-2027,Local Dealer,Houston,New,2 years,Rejected,Geico
Audi,Q7,2016,Hybrid,Automatic,CUST5863,San Francisco,48,Female,57009.2,2804.4,4560.74,58765.54,Bank Transfer,REG-88320,23-07-2022,10-08-2023,AutoNation,Denver,New,4 years,Rejected,Geico
Ford,Fusion,2019,Electric,Automatic,CUST9351,Los Angeles,49,Other,58818.51,2185.08,4705.48,61338.91,Bank Transfer,REG-19821,22-08-2024,16-03-2027,AutoNation,Los Angeles,Used,No Warranty,Pending,State Farm
BMW,5 Series,2019,Hybrid,Automatic,CUST7039,Chicago,35,Female,26753.16,3844.72,2140.25,25048.69,Credit Card,REG-72313,01-04-2023,01-10-2025,Local Dealer,San Francisco,Used,No Warranty,Pending,Progressive
Hyundai,Santa Fe,2015,Hybrid,Automatic,CUST1761,Seattle,66,Other,79434.27,2302.29,6354.74,83486.72,Bank Transfer,REG-38450,19-11-2023,16-01-2025,TrueCar,Chicago,New,2 years,Pending,State Farm
Audi,Q7,2023,Petrol,Manual,CUST2540,Miami,56,Male,71161.09,1308.15,5692.89,75545.83,Bank Transfer,REG-20104,05-06-2021,25-03-2025,TrueCar,Houston,New,2 years,Rejected,Liberty Mutual
Honda,Civic,2022,Electric,Automatic,CUST6997,Seattle,66,Other,28194.22,3530.32,2255.54,26919.44,Financed Loan,REG-97605,23-11-2020,07-01-2023,DriveTime,New York,New,4 years,Rejected,State Farm
Honda,CR-V,2019,Electric,Automatic,CUST3648,Los Angeles,20,Female,61900.66,3902.76,4952.05,62949.95,Financed Loan,REG-45830,07-09-2022,29-11-2026,DriveTime,New York,New,3 years,Pending,State Farm
Chevrolet,Traverse,2022,Diesel,Manual,CUST5554,Los Angeles,37,Female,8022.89,3784.64,641.83,4880.08,Cash,REG-89955,18-02-2021,28-01-2025,CarMax,Los Angeles,Used,No Warranty,Approved,Geico
Mercedes,C-Class,2024,Hybrid,Automatic,CUST7352,Dallas,29,Other,72381.37,626.14,5790.51,77545.74,Credit Card,REG-83574,17-07-2023,30-11-2027,CarMax,New York,New,3 years,Approved,Progressive
Hyundai,Sonata,2018,Diesel,Automatic,CUST4377,Miami,25,Other,61640.12,2220.14,4931.21,64351.19,Bank Transfer,REG-10161,21-06-2024,28-06-2025,Local Dealer,Los Angeles,Used,No Warranty,Rejected,Liberty Mutual
Hyundai,Elantra,2020,Hybrid,Automatic,CUST5497,Houston,47,Female,58815.14,3479.24,4705.21,60041.11,Bank Transfer,REG-15445,30-08-2024,14-02-2029,CarMax,New York,Used,No Warranty,Approved,Progressive
Toyota,Camry,2024,Electric,Manual,CUST3257,Chicago,46,Other,24009.43,226.48,1920.75,25703.7,Credit Card,REG-35215,12-07-2023,30-10-2025,AutoNation,Seattle,New,3 years,Approved,Liberty Mutual
Toyota,Camry,2022,Petrol,Automatic,CUST4230,Boston,39,Male,20632.53,791.32,1650.6,21491.81,Bank Transfer,REG-11672,11-09-2023,13-08-2027,AutoNation,Houston,New,3 years,Pending,Liberty Mutual
Chevrolet,Tahoe,2017,Diesel,Automatic,CUST6720,Los Angeles,47,Other,43873.6,551.99,3509.89,46831.5,Financed Loan,REG-91588,04-09-2023,16-11-2027,Local Dealer,Chicago,New,4 years,Approved,Progressive
Hyundai,Elantra,2020,Hybrid,Automatic,CUST8808,Denver,69,Male,71818.53,1262.19,5745.48,76301.82,Credit Card,REG-11589,14-03-2024,10-01-2027,CarMax,Denver,Used,No Warranty,Pending,Liberty Mutual
Chevrolet,Equinox,2021,Electric,Automatic,CUST2195,Boston,36,Other,28303.28,2290.7,2264.26,28276.84,Credit Card,REG-28716,19-02-2023,19-04-2026,TrueCar,Los Angeles,Used,No Warranty,Rejected,Allstate
Mercedes,GLA,2018,Diesel,Manual,CUST8111,New York,70,Male,31768.28,4583.67,2541.46,29726.07,Cash,REG-84281,04-07-2020,16-11-2023,CarMax,Chicago,New,5 years,Pending,Allstate
Mercedes,C-Class,2024,Hybrid,Manual,CUST4594,Los Angeles,49,Male,50186.79,1312.73,4014.94,52889,Credit Card,REG-88232,11-08-2024,08-02-2029,CarMax,Miami,New,4 years,Rejected,Progressive
Honda,Pilot,2017,Diesel,Automatic,CUST1151,Seattle,45,Other,22751.33,3768.99,1820.11,20802.45,Credit Card,REG-46524,17-12-2020,01-10-2024,Vroom,Los Angeles,Used,No Warranty,Rejected,Progressive
BMW,5 Series,2015,Diesel,Automatic,CUST6126,Boston,19,Other,50548.12,4425.5,4043.85,50166.47,Cash,REG-21354,24-04-2020,01-05-2023,TrueCar,Los Angeles,New,4 years,Approved,Geico
Chevrolet,Malibu,2020,Hybrid,Manual,CUST7548,Miami,19,Male,41791.59,4995.01,3343.33,40139.91,Cash,REG-57260,24-03-2024,31-08-2026,Vroom,Houston,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,E-Class,2019,Hybrid,Manual,CUST9813,Miami,68,Other,41044.46,4816.89,3283.56,39511.13,Credit Card,REG-58867,16-07-2020,26-06-2025,TrueCar,Boston,Used,No Warranty,Pending,Geico
Honda,CR-V,2021,Diesel,Manual,CUST5002,San Francisco,53,Other,48121.32,142.13,3849.71,51828.9,Cash,REG-38987,07-01-2022,14-11-2023,AutoNation,Houston,New,3 years,Pending,State Farm
Nissan,Sentra,2015,Diesel,Automatic,CUST5829,Denver,18,Other,75342.49,4054.49,6027.4,77315.4,Credit Card,REG-68699,15-07-2023,11-08-2026,DriveTime,Miami,Used,No Warranty,Approved,Progressive
Kia,Seltos,2022,Electric,Manual,CUST8600,Houston,55,Male,55153.25,549.82,4412.26,59015.69,Credit Card,REG-84088,26-02-2024,09-01-2026,Local Dealer,Miami,New,2 years,Pending,State Farm
Kia,Soul,2019,Petrol,Manual,CUST7624,Miami,26,Male,67575.55,1870.6,5406.04,71110.99,Credit Card,REG-92415,13-02-2023,01-11-2027,Local Dealer,Chicago,Used,No Warranty,Rejected,Geico
Mercedes,C-Class,2017,Petrol,Manual,CUST1438,Houston,43,Male,43421.73,1329.55,3473.74,45565.92,Bank Transfer,REG-40747,01-08-2023,03-02-2027,TrueCar,Los Angeles,New,1 years,Pending,State Farm
Honda,Accord,2016,Hybrid,Automatic,CUST4960,Seattle,49,Other,52024.7,4.99,4161.98,56181.69,Bank Transfer,REG-96066,29-05-2021,08-07-2023,AutoNation,Houston,Used,No Warranty,Pending,State Farm
Nissan,Rogue,2020,Diesel,Automatic,CUST4187,Chicago,37,Other,58970.75,3849.23,4717.66,59839.18,Financed Loan,REG-55314,07-08-2022,24-05-2026,CarMax,Los Angeles,Used,No Warranty,Approved,Allstate
Mercedes,C-Class,2023,Petrol,Manual,CUST5534,Miami,69,Other,30446.57,4131.9,2435.73,28750.4,Bank Transfer,REG-95997,19-09-2022,16-08-2026,Local Dealer,Miami,New,3 years,Rejected,Liberty Mutual
