Make,Model,Year,Sale Price,Final Price,Dealer Name,Dealer Location
Mercedes,C-Class,2015,49552.59,49802.74,CarMax,Seattle
Audi,A4,2015,35964.75,33942.97,Local Dealer,Denver
BMW,3 Series,2017,79391.91,84521.05,Vroom,Miami
Chevrolet,Traverse,2023,31001.13,29083.98,DriveTime,San Francisco
Ford,Explorer,2024,72429.95,73427.51,AutoNation,Dallas
Chevrolet,Malibu,2022,6980.15,3654.83,Vroom,Houston
BMW,X5,2021,69782.37,71654.65,Vroom,Houston
Kia,Sorento,2019,79419.86,85236.41,AutoNation,San Francisco
Toyota,Rav4,2015,15363.39,15529.33,Vroom,San Francisco
Kia,Seltos,2020,79973.71,83465.21,DriveTime,Denver
Ford,Escape,2022,11836.18,9856.56,AutoNation,Seattle
Chevrolet,Traverse,2020,20076.22,21025.84,TrueCar,New York
Chevrolet,Malibu,2022,79216.6,80754.71,AutoNation,New York
BMW,X5,2020,27137.08,24340.2,TrueCar,New York
Hyundai,Santa Fe,2018,38556.52,37405.76,Local Dealer,Los Angeles
Chevrolet,Equinox,2020,29161.75,30281.41,AutoNation,Los Angeles
Ford,Escape,2016,31620.02,31097,AutoNation,Boston
Nissan,Murano,2023,23597.08,21751.01,Local Dealer,Houston
Mercedes,C-Class,2015,9272.59,8997.36,TrueCar,Dallas
BMW,X5,2021,52616.4,53702.3,CarMax,Boston
Nissan,Rogue,2016,57565.6,59943.28,AutoNation,Houston
Audi,A3,2023,34679.22,35856.96,Local Dealer,San Francisco
Honda,Civic,2020,47505.32,46377.81,DriveTime,Chicago
Kia,Sorento,2017,22880.71,24569.33,AutoNation,Los Angeles
Hyundai,Santa Fe,2022,69158.95,73936.54,Local Dealer,Seattle
BMW,X5,2024,38019.27,38027.52,Local Dealer,Los Angeles
Audi,A3,2022,56073.97,57157.35,DriveTime,Miami
Mercedes,GLC,2022,71276.65,75619.27,Local Dealer,New York
Nissan,Sentra,2017,75499.15,79774.04,Vroom,New York
Kia,Sportage,2015,71603.14,75527.98,TrueCar,Houston
Kia,Sportage,2020,48677.39,50711.23,Local Dealer,Houston
Mercedes,E-Class,2022,59356.13,63428.19,TrueCar,Chicago
BMW,X3,2018,15916.89,13951.68,Vroom,Boston
Honda,CR-V,2017,10910.85,11096.93,DriveTime,Houston
Honda,Accord,2017,71260.2,72406.22,CarMax,Miami
Nissan,Rogue,2015,67973.52,69357.67,CarMax,Houston
Mercedes,C-Class,2017,13284.53,9647.09,TrueCar,Dallas
Ford,Escape,2017,56360.56,57294.37,DriveTime,Dallas
Honda,Pilot,2019,46607.99,49414.34,AutoNation,New York
Audi,A3,2019,49982.88,52995.68,Vroom,San Francisco
Chevrolet,Tahoe,2019,24577.71,22009.96,TrueCar,Miami
Chevrolet,Tahoe,2016,71849.43,76745.87,TrueCar,Los Angeles
Ford,Escape,2016,65407.29,68616.38,DriveTime,New York
Honda,CR-V,2024,9910.79,6158.55,TrueCar,Chicago
Nissan,Sentra,2020,21912.42,23559.68,Vroom,Miami
Kia,Soul,2019,63900.93,64450.1,Vroom,Denver
Kia,Soul,2016,18498.79,18664.24,Local Dealer,New York
Chevrolet,Tahoe,2016,59635.01,60934.36,Vroom,Houston
Kia,Sportage,2023,21357.31,20312.15,Local Dealer,Houston
Chevrolet,Equinox,2020,50496.97,50409.61,AutoNation,Dallas
Hyundai,Tucson,2017,46636.26,47693.53,Vroom,Miami
Ford,Escape,2015,5014.7,3266.6,DriveTime,Seattle
Honda,Civic,2024,6864.13,5901.54,Local Dealer,Dallas
Audi,Q7,2024,32238.74,31902.78,Vroom,Houston
Audi,Q5,2019,68426.05,69027.28,Vroom,Houston
Ford,Fusion,2020,30186.96,29383,CarMax,Los Angeles
Kia,Sportage,2020,76716.91,79761.94,AutoNation,Boston
Toyota,Highlander,2017,44529.5,43347.79,DriveTime,Los Angeles
BMW,5 Series,2023,40102.46,39171.41,TrueCar,Los Angeles
Ford,Fusion,2020,32773.24,34623.82,CarMax,Denver
Chevrolet,Traverse,2022,74732.44,78890.9,TrueCar,Miami
Chevrolet,Equinox,2024,6258.33,1939.29,Local Dealer,Los Angeles
Audi,Q7,2023,60004.43,63045.49,TrueCar,Seattle
Ford,Escape,2016,74497.6,79384.45,CarMax,Seattle
Audi,Q5,2024,36704.51,36355.24,DriveTime,Los Angeles
Chevrolet,Malibu,2020,76923.34,80834.7,TrueCar,Miami
Mercedes,C-Class,2017,60013.53,59901.04,AutoNation,San Francisco
Kia,Sorento,2024,40837.03,41760.35,CarMax,Chicago
Hyundai,Santa Fe,2023,38197.3,38373.26,Vroom,Miami
Toyota,Camry,2023,48693.47,48786.16,DriveTime,Seattle
BMW,5 Series,2016,76790.96,81857.81,DriveTime,New York
Chevrolet,Traverse,2015,37133.68,38808.42,DriveTime,Miami
Audi,A4,2020,67480.65,67900.01,DriveTime,San Francisco
Nissan,Sentra,2024,15570.63,16757.08,DriveTime,Miami
Chevrolet,Traverse,2022,18483.62,17672.65,AutoNation,New York
Hyundai,Elantra,2018,33486.21,33256.41,Vroom,Denver
Chevrolet,Traverse,2020,19759.44,17024.74,Vroom,Los Angeles
Kia,Seltos,2019,21615.69,21672.44,Vroom,Boston
Audi,A3,2021,40966.93,39945.08,Vroom,San Francisco
Honda,Civic,2023,76377.41,78820.74,DriveTime,Houston
Hyundai,Elantra,2019,7475.97,3277.03,DriveTime,Denver
Honda,Civic,2020,21076.21,18269.1,TrueCar,Miami
Hyundai,Tucson,2018,54460.57,55358.93,Vroom,Dallas
Kia,Soul,2020,31411.32,31949.81,Local Dealer,Denver
BMW,3 Series,2018,36280.32,36081.1,Local Dealer,Chicago
BMW,X5,2017,20004.1,17368.14,Local Dealer,Denver
Chevrolet,Equinox,2016,46231.12,45912.09,TrueCar,Los Angeles
BMW,5 Series,2021,26953.07,28116.04,TrueCar,Houston
Hyundai,Santa Fe,2020,68264.81,68977.61,CarMax,Dallas
Mercedes,GLA,2019,54174.11,55720.24,AutoNation,Houston
Mercedes,GLA,2021,72217.21,76179.22,CarMax,Seattle
Ford,Focus,2017,54098.93,56586.61,DriveTime,Denver
Hyundai,Santa Fe,2021,62485.9,62604.5,CarMax,New York
BMW,X3,2023,43462.54,42286.94,AutoNation,Denver
BMW,5 Series,2016,25319.5,26272.56,Local Dealer,Boston
Honda,CR-V,2023,26681.8,28486.6,TrueCar,Boston
Hyundai,Santa Fe,2018,34773.05,34825.26,AutoNation,Los Angeles
Audi,A4,2022,22914.36,21201.69,TrueCar,Chicago
Nissan,Altima,2016,51771.51,54280.1,Vroom,Boston
Hyundai,Santa Fe,2020,12911.74,10469.3,CarMax,Dallas
Honda,Accord,2018,64642.93,66062.58,CarMax,Denver
Kia,Sportage,2020,53393.41,55869.34,AutoNation,Chicago
Kia,Soul,2022,65095.56,66749.76,CarMax,Chicago
Audi,Q7,2020,37819.61,40763.59,CarMax,New York
Hyundai,Tucson,2020,72528.24,74562.25,Local Dealer,Miami
Chevrolet,Tahoe,2017,15333.47,13313.53,DriveTime,Dallas
Honda,Civic,2015,60734.41,64625.35,TrueCar,Seattle
Nissan,Rogue,2016,14007.27,13389.56,TrueCar,Boston
Nissan,Murano,2020,44226.34,46597.01,CarMax,Miami
Chevrolet,Traverse,2023,68492.39,71254.29,Local Dealer,Los Angeles
Chevrolet,Equinox,2018,51704.71,54008.67,CarMax,San Francisco
Toyota,Camry,2020,19807.95,18563.16,CarMax,Seattle
Hyundai,Elantra,2020,59207.87,63122.25,Local Dealer,Seattle
Chevrolet,Traverse,2021,10061.13,7890.46,CarMax,Dallas
Hyundai,Santa Fe,2015,56094.29,60322.14,CarMax,Boston
Ford,Fusion,2015,48634.23,52408.96,CarMax,New York
Nissan,Sentra,2020,34614.96,34895.98,DriveTime,Miami
Toyota,Rav4,2023,30664.31,31103.3,Vroom,Chicago
BMW,3 Series,2016,77437.35,78848.43,Vroom,Miami
BMW,X5,2024,41969.73,42102.05,Vroom,Boston
Ford,Explorer,2017,12880.27,11097.23,Vroom,New York
Audi,A4,2021,10516.68,10493.2,Vroom,New York
BMW,5 Series,2018,70562.54,73154.94,TrueCar,New York
Hyundai,Tucson,2022,16474.77,16747.84,Vroom,San Francisco
Mercedes,E-Class,2019,20210.26,17569.83,CarMax,Seattle
Toyota,Highlander,2019,71881.42,77279.92,DriveTime,Miami
Hyundai,Tucson,2022,19947.53,17766.12,AutoNation,Houston
Chevrolet,Tahoe,2020,79404.13,84085.76,TrueCar,Boston
BMW,3 Series,2021,59019.64,59780.35,Vroom,Boston
Chevrolet,Malibu,2016,12778.57,11094.22,Vroom,Boston
Audi,Q5,2019,66237.37,71018.02,DriveTime,Seattle
Honda,Civic,2021,70038.54,73418.71,TrueCar,Miami
Ford,Focus,2020,58405.63,60672.01,AutoNation,Los Angeles
Kia,Seltos,2020,78355.2,83228.21,AutoNation,Seattle
Mercedes,C-Class,2016,66854.19,70398.5,DriveTime,Denver
Honda,CR-V,2017,42902.12,43105.73,AutoNation,Dallas
Hyundai,Sonata,2019,31035.08,31852.1,Vroom,Houston
Toyota,Rav4,2016,15871.93,16801.72,Local Dealer,Miami
Nissan,Altima,2023,29739.49,31651.9,DriveTime,Chicago
Nissan,Altima,2020,47766.65,50930.44,AutoNation,San Francisco
Toyota,Highlander,2015,28882.94,29519.97,DriveTime,Dallas
Toyota,Corolla,2017,79145.13,83612.25,Local Dealer,Los Angeles
BMW,5 Series,2016,18386.01,16122.4,AutoNation,Denver
Ford,Explorer,2017,42452.62,44626.2,DriveTime,Houston
Honda,CR-V,2024,52741.71,56107.26,TrueCar,Los Angeles
Chevrolet,Equinox,2023,58176.3,61515.62,Local Dealer,Dallas
Toyota,Corolla,2023,13392.19,12089.97,AutoNation,Chicago
BMW,3 Series,2018,66164.92,69633.11,AutoNation,New York
Audi,A3,2016,24141.76,22394.79,Vroom,Los Angeles
Hyundai,Sonata,2021,16874.63,15368.97,DriveTime,Houston
Nissan,Sentra,2015,18292.23,14761.57,TrueCar,New York
Nissan,Sentra,2019,67029,68605.28,AutoNation,San Francisco
Chevrolet,Equinox,2023,53041.67,52916.11,AutoNation,Boston
Kia,Sorento,2023,48566.63,50117.38,AutoNation,Boston
BMW,X5,2024,15474.73,16288.45,AutoNation,Houston
Chevrolet,Malibu,2017,58747.48,61419.49,TrueCar,Dallas
Honda,Accord,2018,40646.85,39522.71,AutoNation,Denver
BMW,X3,2017,57318.35,59346.45,TrueCar,Seattle
Toyota,Corolla,2015,53050.36,56692.07,DriveTime,Houston
Honda,Accord,2021,48203.64,50010.77,CarMax,Seattle
Nissan,Sentra,2021,70215.23,74678.53,CarMax,New York
Audi,A3,2024,10889.56,7579.03,DriveTime,Los Angeles
Kia,Sorento,2024,52924.71,53259.65,Local Dealer,San Francisco
Ford,Fusion,2023,59417.97,62324.91,DriveTime,Dallas
Kia,Seltos,2023,7030.66,6984.7,Vroom,Chicago
Honda,Pilot,2016,29872.34,31992.23,AutoNation,Denver
Chevrolet,Equinox,2016,41589.57,41291.11,TrueCar,Dallas
Toyota,Highlander,2018,46174.1,47146.33,CarMax,Miami
BMW,5 Series,2024,31936.62,33329.07,AutoNation,Seattle
Toyota,Camry,2017,31715.93,30374.87,DriveTime,Miami
Toyota,Corolla,2021,40952.64,40784.77,CarMax,Miami
Honda,Accord,2019,53940.76,54946.05,Vroom,Miami
BMW,X3,2015,12233.03,9710.59,Vroom,Denver
Ford,Escape,2017,12785.37,10618.8,DriveTime,Boston
Audi,A4,2020,44353.93,45155.22,Local Dealer,Boston
Honda,Civic,2016,67811.45,72478.47,AutoNation,Dallas
Chevrolet,Malibu,2016,57999.45,57700.66,CarMax,Seattle
Audi,Q7,2019,14176.23,13363.81,Vroom,New York
Ford,Fusion,2021,67693.66,70208.55,AutoNation,Miami
Honda,Accord,2024,9973.99,10610.93,AutoNation,Boston
Audi,A4,2015,29848.97,28528.55,AutoNation,New York
Nissan,Murano,2016,62117.78,62548.05,CarMax,Denver
Honda,Civic,2017,32271.35,30001.25,TrueCar,New York
Mercedes,E-Class,2023,77056.82,80186.94,TrueCar,Miami
Mercedes,GLC,2020,46695.32,45928.43,Local Dealer,Los Angeles
Ford,Escape,2023,76912.68,81236.21,DriveTime,San Francisco
Toyota,Highlander,2017,26782.4,28222.21,DriveTime,Los Angeles
Audi,A4,2023,68120.33,69028.33,Vroom,Denver
Kia,Soul,2015,45567.82,46082.19,Local Dealer,Los Angeles
BMW,3 Series,2024,62795.76,67608.34,CarMax,Denver
Kia,Seltos,2024,43441.69,43981.61,DriveTime,Los Angeles
Toyota,Highlander,2023,12457.52,10343.3,CarMax,Chicago
Ford,Fusion,2016,38991.08,39788.97,TrueCar,Chicago
Ford,Focus,2016,26579.59,27204.65,Local Dealer,New York
Kia,Seltos,2019,79649.88,81701.37,Local Dealer,Chicago
Ford,Focus,2016,22881.27,19893.92,AutoNation,New York
Ford,Focus,2016,12592.46,11727.79,CarMax,Boston
BMW,5 Series,2015,13252.33,12691.09,DriveTime,Denver
Kia,Sportage,2017,22308.37,22137.25,Vroom,Los Angeles
Kia,Seltos,2017,11138.21,11697.61,CarMax,Los Angeles
Audi,Q5,2019,58140.42,62781.54,Vroom,Seattle
Hyundai,Elantra,2018,73401.61,76340.09,AutoNation,San Francisco
BMW,X3,2015,64669.67,66160.29,TrueCar,Seattle
Ford,Escape,2023,61095.62,64340.96,AutoNation,Los Angeles
Hyundai,Elantra,2019,74603.63,78217.73,TrueCar,New York
Audi,A3,2018,19083.6,18087.25,AutoNation,Seattle
Kia,Sportage,2016,76736.96,82110.13,AutoNation,San Francisco
BMW,3 Series,2024,67035.62,69027.54,TrueCar,Denver
Nissan,Rogue,2024,64172.79,67417.36,Vroom,Boston
Kia,Sportage,2018,10047.28,8033.2,Local Dealer,San Francisco
Chevrolet,Equinox,2019,15612.72,12867.39,CarMax,New York
Chevrolet,Traverse,2021,72663.92,77859.97,AutoNation,Dallas
Hyundai,Elantra,2024,7042.7,3539.65,AutoNation,Seattle
Audi,A4,2019,16555.19,16148.64,AutoNation,New York
Honda,Pilot,2016,66516.17,67235.67,DriveTime,Chicago
Kia,Soul,2016,63072.08,64816,Vroom,Houston
Audi,A3,2022,73239.38,77888.09,CarMax,New York
Audi,Q5,2022,59763.44,62096.75,AutoNation,Chicago
BMW,X5,2016,49278.52,49436.47,Vroom,Dallas
Mercedes,E-Class,2019,60079.41,62136.2,DriveTime,Los Angeles
Hyundai,Sonata,2021,44493.12,44632.93,DriveTime,Seattle
Ford,Escape,2017,51979.57,54481.9,DriveTime,Seattle
BMW,3 Series,2015,27382.94,28305.58,Local Dealer,San Francisco
Mercedes,GLA,2019,13391.34,10949.48,DriveTime,Chicago
Toyota,Camry,2018,52415.02,55078.08,CarMax,Seattle
Audi,A3,2021,32515.41,30557.15,AutoNation,Boston
Mercedes,E-Class,2019,11128.74,8149.25,Vroom,New York
BMW,3 Series,2015,11661.98,11634.88,Vroom,Denver
Ford,Explorer,2018,71919.52,74068.81,AutoNation,Seattle
Nissan,Murano,2023,10191.51,6341.16,TrueCar,Chicago
Nissan,Murano,2018,76159.02,81040.19,Vroom,Boston
Chevrolet,Traverse,2023,72573,73641.71,Local Dealer,Houston
Kia,Soul,2020,21346.91,20101.05,AutoNation,Denver
Mercedes,GLA,2023,15411.71,14513.09,AutoNation,Denver
Nissan,Altima,2016,66780.7,71510.66,CarMax,Denver
Hyundai,Elantra,2024,71671.7,72978.36,Vroom,Los Angeles
Toyota,Rav4,2017,30840.79,32878.89,DriveTime,Houston
Nissan,Sentra,2023,79435.65,85440.67,DriveTime,San Francisco
Toyota,Rav4,2023,34818.47,36718.18,DriveTime,Miami
Honda,Accord,2018,57363.06,58729.83,Vroom,Boston
Honda,Civic,2020,63191.25,66768.28,TrueCar,San Francisco
BMW,3 Series,2023,39562.8,41962.73,Vroom,San Francisco
Nissan,Rogue,2016,74329.27,79759.71,DriveTime,San Francisco
Ford,Escape,2022,64436.44,64836.88,Local Dealer,Boston
Audi,A3,2016,30672.3,30282.9,Local Dealer,Chicago
Hyundai,Tucson,2015,51393.71,51906.19,CarMax,Dallas
BMW,5 Series,2018,13797.13,11364.6,TrueCar,New York
Toyota,Rav4,2020,39374.59,38490.18,CarMax,Houston
Nissan,Murano,2015,22888.43,20094.99,CarMax,Dallas
Hyundai,Elantra,2017,77270.4,78780.33,TrueCar,Chicago
Nissan,Altima,2018,63872.65,64531.25,DriveTime,Seattle
Audi,Q5,2024,39373.18,40258.95,AutoNation,Boston
Audi,A4,2016,78582.53,82754.4,AutoNation,Houston
Kia,Seltos,2019,71043.89,75863.09,Vroom,Los Angeles
Nissan,Rogue,2018,22638.64,21077.81,CarMax,Miami
Ford,Explorer,2021,74855.36,80223.37,Vroom,Boston
Kia,Seltos,2015,45739.76,46951.82,AutoNation,Denver
Honda,Accord,2020,45456.72,44440.46,TrueCar,San Francisco
Chevrolet,Equinox,2015,69233.44,70996.93,CarMax,Los Angeles
Audi,A4,2023,39540.82,40821.9,CarMax,Miami
Kia,Seltos,2022,17342.93,16567.74,Vroom,Dallas
Mercedes,E-Class,2018,43139.5,42137.55,AutoNation,Seattle
Mercedes,E-Class,2017,6682.92,2583.09,TrueCar,Dallas
Nissan,Murano,2023,28468.85,26988.04,CarMax,Denver
BMW,X5,2015,69567.33,72624.34,CarMax,Dallas
Audi,A3,2021,62248.13,66237.41,TrueCar,New York
Hyundai,Tucson,2017,66461.22,69036.65,TrueCar,Boston
Kia,Sportage,2016,41888.26,42167.54,TrueCar,Miami
Hyundai,Sonata,2018,15323.85,14774.84,Local Dealer,Chicago
Nissan,Murano,2017,8434.65,8984.74,Local Dealer,Denver
Kia,Seltos,2022,61489.57,62542.27,AutoNation,Boston
Nissan,Altima,2021,54859.32,54882.13,CarMax,Miami
Audi,Q7,2018,62413.13,67318.72,Local Dealer,Dallas
Ford,Explorer,2018,35141.19,36008.1,CarMax,San Francisco
Kia,Sportage,2022,16361.62,13536.45,Local Dealer,Seattle
Hyundai,Elantra,2024,11562.89,9313.09,AutoNation,Chicago
Nissan,Sentra,2020,69538.42,72694.47,Local Dealer,San Francisco
Mercedes,E-Class,2018,64344.84,69088.94,TrueCar,Seattle
Chevrolet,Traverse,2018,38525.51,40878.37,TrueCar,New York
Hyundai,Elantra,2016,58426.09,61677.41,CarMax,Los Angeles
Audi,A3,2020,5978.79,3665.77,Local Dealer,New York
Kia,Sorento,2018,6807.86,7063.97,TrueCar,Denver
Kia,Soul,2019,10693.01,11273.39,DriveTime,San Francisco
Audi,Q5,2023,50006.99,49569.7,TrueCar,Dallas
BMW,5 Series,2020,34686.91,35233.43,CarMax,New York
Audi,Q7,2017,44359.34,43063.38,DriveTime,Seattle
Hyundai,Elantra,2019,78121.06,81630.53,TrueCar,Boston
Ford,Focus,2016,12961.88,13925.86,TrueCar,Houston
Ford,Escape,2022,34364.77,36893.38,AutoNation,Dallas
Kia,Soul,2024,49779.3,52626.03,Vroom,Denver
Honda,CR-V,2018,69347.94,70833.44,Vroom,Houston
Kia,Soul,2024,55852.5,55383.25,CarMax,Seattle
Nissan,Murano,2021,45960.21,48228.27,Vroom,Boston
BMW,X3,2017,10563.95,7736.74,CarMax,Houston
Ford,Explorer,2023,47264.12,48149.58,Local Dealer,Houston
Mercedes,C-Class,2018,79138.12,85125.82,Vroom,Chicago
Mercedes,GLA,2017,27439.28,25747.17,Local Dealer,Boston
Toyota,Rav4,2020,7130.04,5219.72,Local Dealer,Dallas
Toyota,Rav4,2017,7934.65,3718.3,CarMax,Dallas
Ford,Focus,2018,30583.26,31677.05,Vroom,Miami
Nissan,Murano,2021,10173.48,7075.58,AutoNation,New York
Mercedes,C-Class,2016,39086.7,40326.91,Local Dealer,Miami
Nissan,Sentra,2024,66793.91,69476.59,CarMax,Seattle
BMW,5 Series,2019,43170.92,45349.36,DriveTime,Denver
Hyundai,Santa Fe,2015,18059.15,15588.05,TrueCar,Chicago
Ford,Fusion,2024,11067.2,10266.08,CarMax,Chicago
Ford,Fusion,2016,53301.11,54496.57,Vroom,Chicago
BMW,X5,2023,72895.54,77608.81,Local Dealer,San Francisco
Chevrolet,Tahoe,2016,79628.95,83701.9,Local Dealer,Houston
Toyota,Rav4,2020,77568.94,82627.63,Local Dealer,Los Angeles
BMW,X3,2016,33736.44,35670.59,AutoNation,New York
Audi,Q7,2021,11373.11,10443.27,Local Dealer,New York
Ford,Escape,2023,60679.14,63297.92,Local Dealer,San Francisco
Nissan,Rogue,2024,48330.12,48856.42,TrueCar,Seattle
Audi,A4,2021,32907.44,34216.85,DriveTime,Houston
Audi,Q5,2015,75044.83,77005.1,AutoNation,Miami
Mercedes,GLA,2017,5544.2,3307.83,TrueCar,Boston
Nissan,Rogue,2015,45067.88,43799.92,Vroom,San Francisco
Audi,Q5,2022,60273.87,62463.78,TrueCar,Seattle
Kia,Sportage,2019,12778.32,13522.1,DriveTime,Seattle
Audi,A4,2021,16066.26,14693.51,TrueCar,San Francisco
Mercedes,GLC,2017,33433.95,33198.56,DriveTime,Seattle
Hyundai,Santa Fe,2021,70751.94,76302.93,Vroom,Miami
Kia,Seltos,2016,38881.91,40337.3,Local Dealer,Miami
Nissan,Altima,2022,69385.21,73938.62,AutoNation,Chicago
Honda,Accord,2020,22705.13,21753.99,Local Dealer,Los Angeles
Ford,Escape,2022,10360.15,7561.54,CarMax,Chicago
Hyundai,Sonata,2020,46168.23,46297.71,DriveTime,Miami
Honda,Pilot,2022,45118.35,45532.67,AutoNation,Houston
Chevrolet,Equinox,2015,9012.77,9554.17,Vroom,New York
Kia,Soul,2017,51215.22,55059.59,Vroom,Denver
Audi,A4,2018,39023.03,38095.11,AutoNation,Dallas
Mercedes,GLA,2015,29522.61,27793.05,Vroom,Boston
Honda,Pilot,2018,37280.72,36254.81,Vroom,New York
BMW,5 Series,2015,69087.83,73390.19,Local Dealer,Miami
Kia,Seltos,2020,12269.03,12197.64,TrueCar,Boston
Hyundai,Sonata,2018,29562.42,30778.87,TrueCar,Denver
BMW,X5,2015,55588.37,57902.93,Vroom,Dallas
Chevrolet,Equinox,2024,60552.92,64677.84,Vroom,San Francisco
Mercedes,GLC,2015,17173.49,14542.45,TrueCar,Miami
Hyundai,Elantra,2021,71840.31,73777.95,Vroom,New York
Ford,Fusion,2021,44955.99,44941.52,AutoNation,Houston
Honda,CR-V,2017,6989.59,3082.97,Vroom,Los Angeles
Audi,A4,2018,14299.6,13557.44,AutoNation,San Francisco
Kia,Sportage,2022,48762.95,51733.65,DriveTime,Denver
Honda,CR-V,2024,47021.89,50357.31,TrueCar,New York
Chevrolet,Malibu,2024,43692.65,42533.31,TrueCar,Los Angeles
Honda,Pilot,2017,41013.15,42274.12,DriveTime,Dallas
Ford,Focus,2022,17253.16,17353.05,CarMax,Chicago
Nissan,Altima,2017,75531.77,78599.06,CarMax,New York
Honda,CR-V,2023,38411.06,40778.86,TrueCar,Los Angeles
Nissan,Altima,2018,75212.6,78262.04,AutoNation,Miami
Mercedes,GLA,2019,74960.58,79559.2,Local Dealer,Houston
Audi,A4,2024,79225.74,80759.34,Vroom,Denver
Kia,Seltos,2023,68413.62,73395.92,TrueCar,Los Angeles
Nissan,Sentra,2022,38613.51,37794.23,AutoNation,Los Angeles
Honda,Civic,2021,19755.74,19991.87,Vroom,Denver
Ford,Focus,2016,12175.44,12227.43,TrueCar,Los Angeles
Ford,Explorer,2023,67089.1,71551.55,Vroom,Los Angeles
Hyundai,Elantra,2018,62103.52,64709.05,DriveTime,Los Angeles
BMW,3 Series,2018,15049.91,11822,Local Dealer,Dallas
Kia,Seltos,2022,45260.49,43985.48,AutoNation,Seattle
Kia,Sorento,2019,78003.71,81738.76,Vroom,Seattle
Ford,Escape,2017,26173.64,23947.54,AutoNation,Los Angeles
Chevrolet,Malibu,2022,53826.28,55001.23,CarMax,Houston
Ford,Explorer,2015,32677.34,35008.52,Local Dealer,Seattle
Nissan,Rogue,2023,56328.81,60534.78,DriveTime,Dallas
Ford,Fusion,2021,49034.27,50543.74,DriveTime,Miami
BMW,3 Series,2019,64706.02,65005.11,AutoNation,New York
Toyota,Corolla,2024,25918.94,27083.52,CarMax,Seattle
Kia,Sorento,2020,69614.23,73101.58,DriveTime,Boston
Kia,Sorento,2016,33099.1,31796.97,TrueCar,San Francisco
Kia,Seltos,2021,6601.52,5678.02,CarMax,New York
Ford,Explorer,2020,77814.6,81118.19,CarMax,Seattle
Audi,A4,2020,52143.49,53775.33,AutoNation,Chicago
Kia,Sportage,2024,43720.64,43558.6,AutoNation,Los Angeles
Nissan,Altima,2018,22859.92,22948.13,Local Dealer,Miami
Honda,CR-V,2016,76916.99,82797.18,AutoNation,Dallas
Kia,Soul,2018,49892.62,49751.28,Vroom,Denver
Kia,Seltos,2015,35166.14,34857.86,Vroom,Denver
BMW,X5,2024,9859.75,10434.4,AutoNation,Miami
Nissan,Altima,2020,17980.47,16700.55,Local Dealer,Miami
Chevrolet,Equinox,2017,11994.21,8098.92,DriveTime,Denver
Kia,Sportage,2018,38723.44,41225.67,Local Dealer,Seattle
Chevrolet,Tahoe,2018,62256.24,64181.88,Vroom,Houston
Chevrolet,Traverse,2018,24991.62,25509.25,CarMax,Miami
Chevrolet,Traverse,2016,10267.79,7989.4,CarMax,Miami
Kia,Seltos,2018,48201.37,47058.45,DriveTime,Los Angeles
Mercedes,GLC,2024,63806.24,67819,Local Dealer,Dallas
BMW,5 Series,2024,19510.45,17376.33,AutoNation,Seattle
Nissan,Rogue,2017,26491.3,26246.96,TrueCar,New York
Ford,Focus,2022,14653.85,15385.95,TrueCar,Seattle
Chevrolet,Traverse,2020,76086.46,78594.04,AutoNation,Dallas
BMW,X3,2017,21587.72,19000.86,TrueCar,New York
Audi,A3,2021,63681.67,65529.82,Vroom,Houston
BMW,3 Series,2015,34163.57,35284.18,DriveTime,Denver
Nissan,Rogue,2015,33275.03,35480.77,AutoNation,Chicago
Hyundai,Santa Fe,2017,22312.36,20697.19,Local Dealer,Seattle
Ford,Fusion,2015,62433.4,66743.64,Vroom,Chicago
Kia,Sorento,2018,6425.9,4017.23,Vroom,Chicago
Kia,Soul,2023,7958.84,5357.53,TrueCar,Dallas
Nissan,Altima,2017,64467.54,67054.76,Local Dealer,Los Angeles
Toyota,Camry,2023,5704.88,5729.28,CarMax,Seattle
Ford,Escape,2020,46162.29,49342.92,Local Dealer,Los Angeles
Chevrolet,Traverse,2019,17384.83,14864.9,Local Dealer,Dallas
Kia,Seltos,2015,68049.66,71208.79,TrueCar,Dallas
Mercedes,GLC,2016,41528.27,40154.48,AutoNation,Denver
Chevrolet,Equinox,2017,17711.01,16401.53,DriveTime,San Francisco
Chevrolet,Malibu,2018,26257.15,25706.06,DriveTime,Chicago
BMW,X5,2024,42248.29,44357.38,Local Dealer,Boston
Kia,Seltos,2016,54924.32,55298.69,CarMax,Los Angeles
Ford,Explorer,2024,33782.7,32964.51,CarMax,Miami
BMW,X5,2017,48972.62,49969.31,DriveTime,Chicago
Kia,Sorento,2021,74800.7,78163.22,Local Dealer,Denver
Toyota,Highlander,2024,60244.42,60193.08,Vroom,San Francisco
Toyota,Camry,2015,42320.13,45260.49,CarMax,Miami
Honda,CR-V,2022,38129.11,36512.41,TrueCar,New York
Mercedes,GLA,2017,75139.28,80306.06,CarMax,Houston
Audi,A4,2022,51446.69,54142.46,DriveTime,Denver
Mercedes,GLC,2018,55800.52,57187.53,Local Dealer,Boston
Kia,Sorento,2022,76831.35,77993.66,Local Dealer,Miami
Toyota,Rav4,2022,52328.16,54196.29,DriveTime,Dallas
Toyota,Corolla,2022,38947.66,39197.32,Vroom,Denver
Chevrolet,Traverse,2024,30751.5,31895.65,DriveTime,Seattle
Mercedes,GLA,2020,49151.6,52962.69,AutoNation,Los Angeles
